,Mkt-RF,SMB,HML,RF
198312,-1.78,-0.29,1.67,0.73
198401,-1.92,-0.43,7.63,0.76
198402,-4.82,-1.71,3.36,0.71
198403,0.63,0.07,0.48,0.73
198404,-0.51,-1.2,1.29,0.81
198405,-5.97,0.03,0.26,0.78
198406,1.82,-0.32,-2.6,0.75
198407,-2.74,-2.21,0.49,0.82
198408,10.28,-0.25,-1.85,0.83
198409,-0.8,0.2,5.32,0.86
198410,-0.84,-1.2,0.51,1
198411,-1.76,-0.62,4.08,0.73
198412,1.84,-0.6,-0.17,0.64
198501,7.99,3.27,-5.43,0.65
198502,1.22,0.76,-0.12,0.58
198503,-0.84,-1.15,4.1,0.62
198504,-0.96,0.14,3.73,0.72
198505,5.09,-2.25,-0.86,0.66
198506,1.27,0.46,0.4,0.55
198507,-0.74,2.85,-1.63,0.62
198508,-1.02,-0.34,2.28,0.55
198509,-4.54,-1.58,1.32,0.6
198510,4.02,-1.57,0.78,0.65
198511,6.48,0.23,-2.87,0.61
198512,3.88,-0.49,-1.53,0.65
198601,0.65,1.22,0.53,0.56
198602,7.13,-0.65,-0.94,0.53
198603,4.88,-0.52,-0.44,0.6
198604,-1.31,2.84,-2.85,0.52
198605,4.62,-1.32,-0.11,0.49
198606,1.03,-0.91,1.4,0.52
198607,-6.45,-3.38,4.78,0.52
198608,6.07,-4.17,3.52,0.46
198609,-8.6,2.28,3.19,0.45
198610,4.66,-2.48,-1.32,0.46
198611,1.17,-1.92,-0.06,0.39
198612,-3.27,0.08,0.37,0.49
198701,12.47,-1.81,-3.18,0.42
198702,4.39,3.49,-5.99,0.43
198703,1.64,0.37,1.66,0.47
198704,-2.11,-1.69,-0.33,0.44
198705,0.11,-0.53,0.13,0.38
198706,3.94,-2.18,1.07,0.48
198707,3.85,-0.67,0.66,0.46
198708,3.52,-0.72,-0.9,0.47
198709,-2.59,0.52,0.28,0.45
198710,-23.24,-8.43,4.23,0.6
198711,-7.77,2.77,3.14,0.35
198712,6.81,0.13,-4.49,0.39
198801,4.21,-0.77,5.08,0.29
198802,4.75,3.36,-1.65,0.46
198803,-2.27,6.16,0.74,0.44
198804,0.56,0.96,1.69,0.46
198805,-0.29,-2.64,2.3,0.51
198806,4.79,2.16,-1.07,0.49
198807,-1.25,-0.21,2.27,0.51
198808,-3.31,0.04,2.03,0.59
198809,3.3,-1.25,-0.68,0.62
198810,1.15,-2.9,1.71,0.61
198811,-2.29,-1.74,1.24,0.57
198812,1.49,1.95,-1.55,0.63
198901,6.1,-2.14,0.51,0.55
198902,-2.25,2.76,0.87,0.61
198903,1.57,0.74,0.46,0.67
198904,4.33,-0.59,-1.45,0.67
198905,3.35,-0.04,-0.82,0.79
198906,-1.35,-1.01,2.19,0.71
198907,7.2,-4.02,-2.84,0.7
198908,1.44,0.5,0.72,0.74
198909,-0.76,0.28,-1.34,0.65
198910,-3.67,-3.3,-1.03,0.68
198911,1.03,-1.24,-1.12,0.69
198912,1.16,-2.41,0.28,0.61
199001,-7.85,-1.29,0.87,0.57
199002,1.11,1.03,0.61,0.57
199003,1.83,1.52,-2.9,0.64
199004,-3.36,-0.5,-2.55,0.69
199005,8.42,-2.57,-3.74,0.68
199006,-1.09,1.43,-1.94,0.63
199007,-1.9,-3.21,-0.01,0.68
199008,-10.15,-3.58,1.58,0.66
199009,-6.12,-3.67,0.73,0.6
199010,-1.92,-5.51,0.22,0.68
199011,6.35,0.33,-3.16,0.57
199012,2.46,0.79,-1.54,0.6
199101,4.69,3.79,-1.84,0.52
199102,7.19,3.95,-0.54,0.48
199103,2.65,3.89,-1.23,0.44
199104,-0.28,0.5,1.42,0.53
199105,3.65,-0.34,-0.57,0.47
199106,-4.94,0.07,1.21,0.42
199107,4.24,-0.93,-1.25,0.49
199108,2.32,1.59,-0.78,0.46
199109,-1.59,1.63,-1,0.46
199110,1.29,0.9,-0.43,0.42
199111,-4.19,-0.48,-1.93,0.39
199112,10.84,-2.24,-4.03,0.38
199201,-0.59,8.47,4.51,0.34
199202,1.09,0.88,6.37,0.28
199203,-2.66,-1.03,3.65,0.34
199204,1.07,-6.12,4.31,0.32
199205,0.3,0.39,1.28,0.28
199206,-2.34,-3.09,3.4,0.32
199207,3.77,-0.44,-0.53,0.31
199208,-2.38,-0.12,-1.03,0.26
199209,1.19,0.56,-0.21,0.26
199210,1.02,2.05,-2.1,0.23
199211,4.13,3.7,-1.48,0.23
199212,1.53,1.64,2.52,0.28
199301,0.93,2.03,5.87,0.23
199302,0.12,-3.43,6.42,0.22
199303,2.3,0.23,1.22,0.25
199304,-3.05,-0.7,2.61,0.24
199305,2.89,1.96,-3.41,0.22
199306,0.31,-0.31,2.62,0.25
199307,-0.34,0.93,3.25,0.24
199308,3.71,0.31,-0.45,0.25
199309,-0.12,3.11,-0.44,0.26
199310,1.41,1.45,-1.54,0.22
199311,-1.89,-1.42,-0.27,0.25
199312,1.65,1.22,0.57,0.23
199401,2.87,0.15,2.09,0.25
199402,-2.55,2.73,-1.45,0.21
199403,-4.78,-0.98,1.29,0.27
199404,0.68,-0.92,1.68,0.27
199405,0.58,-2.01,0.2,0.31
199406,-3.03,-0.45,1.69,0.31
199407,2.82,-1.72,0.62,0.28
199408,4.01,1.34,-2.81,0.37
199409,-2.31,2.83,-1.91,0.37
199410,1.34,-2.35,-1.74,0.38
199411,-4.04,0.26,-0.94,0.37
199412,0.86,0.04,0.54,0.44
199501,1.8,-2.65,0.81,0.42
199502,3.63,-0.67,1.09,0.4
199503,2.19,-0.69,-1.1,0.46
199504,2.11,-0.63,2.27,0.44
199505,2.9,-2.21,1.72,0.54
199506,2.72,2.93,-2.28,0.47
199507,3.72,2.1,-1.67,0.45
199508,0.55,1.59,2.71,0.47
199509,3.35,-2.11,-0.75,0.43
199510,-1.52,-3.75,-0.74,0.47
199511,3.96,-1.16,0.94,0.42
199512,1.03,0.58,0.87,0.49
199601,2.26,-2.62,0.3,0.43
199602,1.33,1.89,-1.42,0.39
199603,0.73,1.31,1.01,0.39
199604,2.06,4.91,-3.91,0.46
199605,2.36,3.05,-1.2,0.42
199606,-1.14,-3.58,1.56,0.4
199607,-5.97,-3.84,4.45,0.45
199608,2.77,2.3,-0.46,0.41
199609,5.01,-0.88,-3.15,0.44
199610,0.86,-4.44,5.12,0.42
199611,6.25,-3.89,1.16,0.41
199612,-1.7,3.19,0.88,0.46
199701,4.98,-1.84,-1.64,0.45
199702,-0.49,-2.91,5.19,0.39
199703,-5.02,-0.38,3.81,0.43
199704,4.04,-5.65,-0.07,0.43
199705,6.74,4.89,-3.87,0.49
199706,4.1,1.32,1.23,0.37
199707,7.33,-2.8,0.82,0.43
199708,-4.15,7.31,1.38,0.41
199709,5.35,2.61,0.01,0.44
199710,-3.8,-0.68,1.95,0.42
199711,2.98,-4.95,0.79,0.39
199712,1.32,-2.35,3.45,0.48
199801,0.15,-1.16,-1.45,0.43
199802,7.04,0.01,-0.13,0.39
199803,4.76,-0.93,1.05,0.39
199804,0.73,0.21,0.74,0.43
199805,-3.07,-3.75,4.16,0.4
199806,3.18,-3.16,-2.33,0.41
199807,-2.46,-5.12,-0.96,0.4
199808,-16.08,-5.31,3.4,0.43
199809,6.15,-0.14,-3.31,0.46
199810,7.13,-3.29,-2.21,0.32
199811,6.1,1.07,-3.15,0.31
199812,6.16,-0.35,-4.46,0.38
199901,3.5,0.37,-4.03,0.35
199902,-4.08,-5.67,1.4,0.35
199903,3.45,-3.92,-2.65,0.43
199904,4.33,4,2.53,0.37
199905,-2.46,3.42,2.4,0.34
199906,4.77,3.05,-3.6,0.4
199907,-3.49,2.67,-0.76,0.38
199908,-1.38,-1.27,-1.31,0.39
199909,-2.79,3.34,-3.39,0.39
199910,6.12,-6.95,-2.89,0.39
199911,3.37,7.37,-6.51,0.36
199912,7.72,7.12,-8.73,0.44
200001,-4.74,4.95,-0.28,0.41
200002,2.45,21.7,-9.93,0.43
200003,5.2,-16.87,7.37,0.47
200004,-6.4,-7.72,8.61,0.46
200005,-4.42,-5.11,2.57,0.5
200006,4.64,13.85,-9.86,0.4
200007,-2.51,-2.76,8.06,0.48
200008,7.03,-1.15,-0.66,0.5
200009,-5.45,-1.32,6.13,0.51
200010,-2.76,-3.8,5.64,0.56
200011,-10.72,-2.77,11.26,0.51
200012,1.19,0.96,7.38,0.5
200101,3.13,6.54,-4.86,0.54
200102,-10.05,-0.72,12.87,0.38
200103,-7.26,0.35,6.46,0.42
200104,7.94,0.54,-4.72,0.39
200105,0.72,2.58,3.17,0.32
200106,-1.94,6.03,-1.03,0.28
200107,-2.13,-4.35,5.57,0.3
200108,-6.46,2.5,2.5,0.31
200109,-9.25,-6.12,1.6,0.28
200110,2.46,7.63,-8.1,0.22
200111,7.54,-0.41,2.01,0.17
200112,1.61,4.57,1.1,0.15
200201,-1.44,1.19,3.33,0.14
200202,-2.29,-1.1,2.5,0.13
200203,4.24,4.23,1.1,0.13
200204,-5.2,5.94,3.93,0.15
200205,-1.38,-3.21,1.68,0.14
200206,-7.21,4.27,0.12,0.13
200207,-8.18,-5.3,-3.44,0.15
200208,0.5,-2.44,2.53,0.14
200209,-10.35,2.57,1.32,0.14
200210,7.84,-2.9,-5.45,0.14
200211,5.96,2.84,-1.12,0.12
200212,-5.76,0.01,2.23,0.11
200301,-2.57,1.38,-0.94,0.1
200302,-1.88,-0.34,-1.45,0.09
200303,1.09,0.89,-2.07,0.1
200304,8.22,0.56,1.03,0.1
200305,6.05,4.69,-0.29,0.09
200306,1.42,1.67,0.69,0.1
200307,2.35,5.24,-1.14,0.07
200308,2.34,2.6,2.03,0.07
200309,-1.24,0.8,0.01,0.08
200310,6.08,2.68,1.77,0.07
200311,1.35,2.02,1.85,0.07
200312,4.29,-3,2.41,0.08
200401,2.15,2.8,1.97,0.07
200402,1.4,-1.43,0.5,0.06
200403,-1.32,1.75,0.22,0.09
200404,-1.83,-2.06,-2.62,0.08
200405,1.17,-0.21,-0.39,0.06
200406,1.86,2.26,1.39,0.08
200407,-4.06,-3.81,4.11,0.1
200408,0.08,-1.62,1.03,0.11
200409,1.6,3.03,-0.25,0.11
200410,1.43,0.31,-0.63,0.11
200411,4.54,3.9,1.79,0.15
200412,3.43,0.11,-0.08,0.16
200501,-2.76,-1.51,1.96,0.16
200502,1.89,-0.5,1.65,0.16
200503,-1.97,-1.37,1.61,0.21
200504,-2.61,-3.98,-0.35,0.21
200505,3.65,2.88,-0.81,0.24
200506,0.57,2.62,2.63,0.23
200507,3.92,2.93,-0.52,0.24
200508,-1.22,-0.92,1.27,0.3
200509,0.49,-0.58,0.77,0.29
200510,-2.02,-1.21,0.22,0.27
200511,3.61,0.9,-1.19,0.31
200512,-0.25,-0.46,0.44,0.32
200601,3.04,5.42,1.13,0.35
200602,-0.3,-0.37,-0.25,0.34
200603,1.46,3.54,0.6,0.37
200604,0.73,-1.34,2.61,0.36
200605,-3.57,-3.05,2.54,0.43
200606,-0.35,-0.35,0.87,0.4
200607,-0.78,-4.07,2.94,0.4
200608,2.03,0.91,-1.71,0.42
200609,1.84,-1.37,0.04,0.41
200610,3.23,1.73,-0.03,0.41
200611,1.71,0.86,0.08,0.42
200612,0.87,-1.1,3.16,0.4
200701,1.4,0.1,-0.11,0.44
200702,-1.96,1.32,-0.1,0.38
200703,0.68,-0.05,-0.22,0.43
200704,3.49,-2.06,-1.15,0.44
200705,3.24,0.02,-0.04,0.41
200706,-1.96,0.77,-1.12,0.4
200707,-3.73,-2.51,-3.33,0.4
200708,0.92,-0.13,-2.24,0.42
200709,3.22,-2.29,-1.86,0.32
200710,1.8,0.22,-2.6,0.32
200711,-4.83,-2.62,-1.18,0.34
200712,-0.87,0.2,-0.51,0.27
200801,-6.36,-0.9,3.65,0.21
200802,-3.09,-0.24,-0.94,0.13
200803,-0.93,0.95,-0.14,0.17
200804,4.6,-1.64,-0.95,0.18
200805,1.86,3.22,-1.38,0.18
200806,-8.44,1.28,-2.42,0.17
200807,-0.77,2.45,5.88,0.15
200808,1.53,3.61,1.52,0.13
200809,-9.24,-1.16,6.33,0.15
200810,-17.23,-2.32,-2.89,0.08
200811,-7.86,-2.96,-6.02,0.03
200812,1.74,3.61,-0.25,0
200901,-8.12,0.08,-11.18,0
200902,-10.1,0.22,-7.27,0.01
200903,8.95,-0.08,3.56,0.02
200904,10.19,4.77,5.53,0.01
200905,5.21,-2.34,-0.23,0
200906,0.43,2.62,-2.72,0.01
200907,7.72,2.07,5.28,0.01
200908,3.33,-0.9,7.75,0.01
200909,4.08,2.46,0.93,0.01
200910,-2.59,-4.23,-4.18,0
200911,5.56,-2.5,-0.17,0
200912,2.75,6.1,0,0.01
201001,-3.36,0.38,0.3,0
201002,3.4,1.21,3.16,0
201003,6.31,1.43,2.11,0.01
201004,2,4.97,2.81,0.01
201005,-7.89,0.05,-2.38,0.01
201006,-5.56,-1.97,-4.5,0.01
201007,6.93,0.17,-0.26,0.01
201008,-4.77,-3,-1.95,0.01
201009,9.54,3.92,-3.13,0.01
201010,3.88,1.13,-2.6,0.01
201011,0.6,3.7,-0.9,0.01
201012,6.82,0.69,3.82,0.01
201101,1.99,-2.47,0.82,0.01
201102,3.49,1.53,1.1,0.01
201103,0.45,2.6,-1.58,0.01
201104,2.9,-0.34,-2.52,0
201105,-1.27,-0.7,-2.08,0
201106,-1.75,-0.16,-0.32,0
201107,-2.36,-1.35,-1.21,0
201108,-5.99,-3.05,-2.48,0.01
201109,-7.59,-3.53,-1.41,0
201110,11.35,3.42,-0.18,0
201111,-0.28,-0.17,-0.34,0
201112,0.74,-0.7,1.77,0
201201,5.05,2.15,-1.13,0
201202,4.42,-1.75,0.08,0
201203,3.11,-0.62,0.92,0
201204,-0.85,-0.52,-0.48,0
201205,-6.19,0,-0.59,0.01
201206,3.89,0.76,0.44,0
201207,0.79,-2.61,-0.27,0
201208,2.55,0.4,1.31,0.01
201209,2.73,0.49,1.53,0.01
201210,-1.76,-1.15,3.79,0.01
201211,0.78,0.59,-0.97,0.01
201212,1.18,1.48,3.58,0.01
201301,5.57,0.39,0.95,0
201302,1.29,-0.45,0.03,0
201303,4.03,0.81,-0.3,0
201304,1.55,-2.42,0.62,0
201305,2.8,1.66,2.6,0
201306,-1.2,1.17,-0.17,0
201307,5.65,1.86,0.56,0
201308,-2.71,0.31,-2.78,0
201309,3.77,2.92,-1.19,0
201310,4.18,-1.51,1.14,0
201311,3.12,1.22,0.24,0
201312,2.81,-0.5,-0.31,0
201401,-3.32,0.85,-2.09,0
201402,4.65,0.34,-0.4,0
201403,0.43,-1.89,5.09,0
201404,-0.19,-4.24,1.14,0
201405,2.06,-1.86,-0.27,0
201406,2.61,3.08,-0.74,0
201407,-2.04,-4.25,0.01,0
201408,4.24,0.36,-0.59,0
201409,-1.97,-3.83,-1.23,0
201410,2.52,4.21,-1.7,0
201411,2.55,-2.09,-3,0
201412,-0.06,2.55,2.06,0
201501,-3.11,-0.56,-3.48,0
201502,6.13,0.49,-1.81,0
201503,-1.12,3.03,-0.46,0
201504,0.59,-2.98,1.85,0
201505,1.36,0.87,-1.37,0
201506,-1.53,2.83,-0.79,0
201507,1.54,-4.15,-4.12,0
201508,-6.04,0.49,2.66,0
201509,-3.08,-2.64,0.53,0
201510,7.75,-1.97,-0.07,0
201511,0.56,3.64,-0.51,0
201512,-2.17,-2.83,-2.59,0.01
201601,-5.77,-3.35,2.08,0.01
201602,-0.07,0.79,-0.5,0.02
201603,6.96,0.87,1.16,0.02
201604,0.92,0.69,3.26,0.01
201605,1.78,-0.27,-1.81,0.01
201606,-0.05,0.65,-1.47,0.02
201607,3.95,2.64,-1.11,0.02
201608,0.5,1.16,3.34,0.02
201609,0.25,2.02,-1.49,0.02
201610,-2.02,-4.39,4.16,0.02
201611,4.86,5.47,8.29,0.01
201612,1.82,0.1,3.58,0.03
201701,1.94,-1.04,-2.78,0.04
201702,3.57,-2.02,-1.79,0.04
201703,0.17,1.2,-3.17,0.03
201704,1.09,0.71,-1.87,0.05
201705,1.06,-2.54,-3.78,0.06
201706,0.78,2.17,1.35,0.06
201707,1.87,-1.41,-0.29,0.07
201708,0.16,-1.67,-2.24,0.09
201709,2.51,4.55,3.03,0.09
201710,2.25,-1.94,-0.05,0.09
201711,3.12,-0.65,-0.04,0.08
201712,1.06,-1.28,0.14,0.09
201801,5.58,-3.03,-1.37,0.11
201802,-3.65,0.26,-1.19,0.11
201803,-2.35,3.95,-0.12,0.12
201804,0.29,1.12,0.54,0.14
201805,2.65,5.23,-3.16,0.14
201806,0.48,1.18,-2.38,0.14
201807,3.19,-2.17,0.43,0.16
201808,3.44,1.15,-4.08,0.16
201809,0.06,-2.37,-1.3,0.15
201810,-7.68,-4.76,3.44,0.19
201811,1.69,-0.79,0.25,0.18
201812,-9.55,-2.63,-1.47,0.19
201901,8.41,3.01,-0.62,0.21
201902,3.4,2.06,-2.84,0.18
201903,1.1,-3.13,-4.07,0.19
201904,3.96,-1.68,1.93,0.21
201905,-6.94,-1.2,-2.39,0.21
201906,6.93,0.34,-1.08,0.18
201907,1.19,-2.07,0.14,0.19
201908,-2.58,-2.41,-4.99,0.16
201909,1.44,-0.9,6.71,0.18
201910,2.06,0.25,-2.07,0.15
201911,3.87,0.87,-1.86,0.12
201912,2.77,0.68,1.83,0.14
202001,-0.11,-3.11,-6.27,0.13
202002,-8.13,0.96,-4.01,0.12
202003,-13.39,-5.13,-14.11,0.12
